Date,Date_YMD,Status,TT,AN,AP,AR,AS,BR,CH,CT,DN,DD,DL,GA,GJ,HR,HP,JK,JH,KA,KL,LA,LD,MP,MH,MN,ML,MZ,NL,OR,PY,PB,RJ,SK,TN,TG,TR,UP,UT,WB,UN
14-Feb-21,14-02-2021,Confirmed,11706,0,55,0,5,51,18,169,0,0,150,42,247,77,21,73,41,414,4612,2,9,223,4092,13,5,0,6,73,8,234,103,2,470,146,0,101,54,190,0
14-Feb-21,14-02-2021,Recovered,9500,0,117,1,15,78,13,165,0,0,158,79,270,70,132,65,29,486,4692,6,2,205,1355,4,22,3,9,103,33,204,103,5,479,177,1,156,1,262,0
14-Feb-21,14-02-2021,Deceased,91,0,0,0,0,1,1,1,0,0,2,1,1,0,2,2,1,2,15,0,0,5,40,0,0,0,0,0,1,3,0,0,6,2,0,3,0,2,0
15-Feb-21,15-02-2021,Confirmed,9086,0,30,1,11,44,26,274,0,0,141,40,249,108,21,64,38,368,2884,6,1,203,3365,8,0,0,0,88,20,222,82,0,455,99,0,58,47,133,0
15-Feb-21,15-02-2021,Recovered,11793,0,69,1,16,79,24,488,0,0,134,59,280,57,34,69,33,430,5073,3,7,194,3105,7,21,1,15,83,41,217,126,2,477,169,0,122,99,258,0
15-Feb-21,15-02-2021,Deceased,82,0,1,0,2,2,0,5,0,0,2,2,0,0,0,0,2,2,13,0,0,4,23,0,0,1,0,1,1,10,0,0,6,2,0,2,0,1,0
16-Feb-21,16-02-2021,Confirmed,11592,4,60,0,5,56,29,250,0,0,94,48,263,86,19,58,32,438,4937,6,17,233,3663,9,2,3,1,60,20,247,60,3,451,129,0,105,53,151,0
16-Feb-21,16-02-2021,Recovered,11836,5,140,0,14,78,24,378,3,0,110,66,271,169,47,46,39,344,5439,6,15,221,2700,2,30,1,16,63,43,198,168,1,470,161,0,217,96,255,0
16-Feb-21,16-02-2021,Deceased,99,0,0,0,0,1,1,6,0,0,1,3,1,1,0,0,-1,6,18,0,0,3,39,0,0,0,2,1,0,5,0,0,7,1,0,0,2,2,0
17-Feb-21,17-02-2021,Confirmed,12862,1,51,0,21,38,29,311,2,0,134,46,278,82,34,84,45,378,4892,3,10,251,4787,10,1,1,0,75,18,341,101,0,454,148,2,57,44,133,0
17-Feb-21,17-02-2021,Recovered,12028,1,57,0,13,82,19,202,0,0,75,39,273,74,50,56,39,537,4832,3,6,243,3853,2,23,1,5,88,27,179,108,1,462,150,0,226,53,249,0
17-Feb-21,17-02-2021,Deceased,100,0,2,0,1,1,1,5,0,0,0,2,1,1,0,0,0,3,16,0,0,1,40,0,0,0,0,0,2,10,1,0,6,1,0,3,1,2,0
18-Feb-21,18-02-2021,Confirmed,13237,0,67,3,14,63,30,276,0,0,130,52,263,83,16,87,38,406,4584,1,2,241,5427,2,1,3,1,63,20,268,104,5,457,163,2,143,41,181,0
18-Feb-21,18-02-2021,Recovered,10914,0,54,1,11,68,22,278,0,0,153,51,270,94,69,53,37,306,5193,1,3,193,2543,10,24,3,6,100,23,169,77,1,470,101,1,256,30,243,0
18-Feb-21,18-02-2021,Deceased,100,0,1,0,1,2,0,2,0,0,2,0,0,1,0,3,0,6,14,0,0,2,38,0,0,0,1,1,0,10,1,0,6,2,0,4,1,2,0
19-Feb-21,19-02-2021,Confirmed,13916,0,79,0,23,67,19,259,0,0,158,45,266,93,32,81,51,386,4505,2,9,297,6112,5,5,6,0,53,14,383,93,1,448,165,0,39,26,194,0
19-Feb-21,19-02-2021,Recovered,10214,4,77,0,19,75,13,222,0,0,157,56,277,94,35,67,51,291,4854,9,14,250,2159,3,22,1,9,92,34,214,98,5,467,149,0,90,68,238,0
19-Feb-21,19-02-2021,Deceased,100,0,1,0,0,1,0,3,0,0,1,1,1,0,0,0,0,5,15,0,0,2,44,0,0,0,0,1,2,8,1,0,7,1,0,1,2,3,0
20-Feb-21,20-02-2021,Confirmed,13919,0,54,0,16,57,26,263,0,0,152,57,258,111,22,68,37,490,4650,1,5,257,6281,3,1,2,0,65,29,352,98,1,438,157,35,114,-374,193,0
20-Feb-21,20-02-2021,Recovered,11413,1,70,0,18,57,12,198,0,0,179,62,270,108,68,70,45,389,5841,2,11,213,2567,4,13,4,2,73,18,264,66,2,459,157,0,200,-265,235,0
20-Feb-21,20-02-2021,Deceased,89,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,5,13,0,0,4,40,0,0,0,0,0,0,8,1,0,6,0,0,2,0,4,0
21-Feb-21,21-02-2021,Confirmed,14278,0,88,0,9,94,28,153,0,0,145,39,283,121,19,84,31,413,4070,0,3,299,6971,4,0,2,1,58,23,348,82,4,452,163,0,79,30,182,0
21-Feb-21,21-02-2021,Recovered,9715,0,72,0,18,58,11,138,2,0,97,44,264,76,36,63,36,353,4345,1,12,238,2417,8,4,0,6,54,18,206,137,5,460,146,0,141,16,233,0
21-Feb-21,21-02-2021,Deceased,83,0,0,0,0,1,0,5,0,0,2,0,1,0,1,0,1,2,15,0,0,4,35,0,0,0,0,0,1,6,0,0,3,1,0,1,1,3,0
22-Feb-21,22-02-2021,Confirmed,10494,1,41,0,14,84,38,274,0,0,128,29,315,106,18,58,41,317,2212,1,15,294,5210,3,2,0,0,69,8,388,83,0,449,114,2,0,32,148,0
22-Feb-21,22-02-2021,Recovered,13233,0,71,0,18,59,18,382,0,0,157,53,272,93,25,44,45,287,5037,3,11,241,5035,34,2,2,1,59,26,225,122,3,461,143,1,0,72,231,0
22-Feb-21,22-02-2021,Deceased,76,0,0,0,0,1,1,6,0,0,1,0,1,0,0,0,1,5,16,0,0,0,18,0,0,0,0,0,0,15,0,0,6,1,0,0,2,2,0
23-Feb-21,23-02-2021,Confirmed,13682,1,70,0,21,59,37,274,0,0,145,57,348,131,20,94,50,383,4034,9,21,246,6218,3,1,1,0,62,28,414,76,0,442,0,4,190,54,189,0
23-Feb-21,23-02-2021,Recovered,13969,0,84,1,20,71,15,292,0,0,130,41,294,97,29,62,51,378,4823,1,21,200,5869,16,3,0,0,77,21,276,87,2,453,0,0,289,38,228,0
23-Feb-21,23-02-2021,Deceased,103,0,1,0,0,1,0,3,0,0,2,1,0,0,0,1,0,4,14,0,0,1,51,0,0,0,0,0,2,10,0,0,6,0,0,3,1,2,0
24-Feb-21,24-02-2021,Confirmed,16930,0,94,0,27,54,41,247,2,0,200,52,380,130,34,74,32,334,4106,11,6,346,8807,7,3,3,0,68,28,558,99,0,463,345,2,128,47,202,0
24-Feb-21,24-02-2021,Recovered,12100,1,66,0,25,92,17,309,0,0,115,35,296,82,23,69,47,313,5885,3,0,223,2772,2,5,1,4,90,17,248,90,0,469,297,0,203,80,221,0
24-Feb-21,24-02-2021,Deceased,141,0,0,0,0,1,1,4,0,0,2,1,1,1,0,0,1,6,17,0,0,2,80,0,0,0,0,0,1,7,0,0,6,4,0,3,0,3,0
25-Feb-21,25-02-2021,Confirmed,16599,0,82,0,30,61,49,220,1,0,220,71,424,166,42,108,76,453,3677,7,9,368,8702,3,3,0,6,89,21,563,128,1,467,207,0,129,17,199,0
25-Feb-21,25-02-2021,Recovered,12222,2,74,1,13,91,20,258,0,0,188,33,301,67,27,59,40,947,4652,4,7,201,3744,4,1,2,1,67,13,278,124,5,471,99,22,135,52,219,0
25-Feb-21,25-02-2021,Deceased,119,0,0,0,0,1,0,8,0,0,0,2,1,0,0,0,0,7,14,0,1,2,56,0,0,0,0,1,1,13,0,0,5,1,0,2,0,4,0
26-Feb-21,26-02-2021,Confirmed,16562,1,96,0,34,46,69,279,1,0,256,100,460,148,44,85,68,571,3671,2,2,332,8333,7,0,6,0,94,20,622,149,2,481,189,7,118,53,216,0
26-Feb-21,26-02-2021,Recovered,12790,0,71,0,22,92,26,310,2,0,193,41,315,98,27,101,43,642,4142,4,8,246,4936,10,1,4,4,63,22,255,125,0,483,129,0,114,38,223,0
26-Feb-21,26-02-2021,Deceased,114,0,1,0,1,1,0,7,0,0,1,3,0,1,0,1,0,4,14,0,0,3,48,0,0,0,0,0,0,15,1,0,5,2,0,2,1,3,0
27-Feb-21,27-02-2021,Confirmed,16805,1,118,0,9,45,60,240,0,0,243,61,451,199,55,97,42,523,3792,2,26,390,8623,11,0,3,1,86,20,593,102,2,486,178,0,77,59,210,0
27-Feb-21,27-02-2021,Recovered,11709,0,86,3,23,71,25,295,0,0,164,50,328,94,24,72,41,380,4650,2,8,241,3648,4,2,2,0,56,16,368,78,3,491,148,0,115,4,217,0
27-Feb-21,27-02-2021,Deceased,111,0,0,0,0,1,0,4,0,0,3,0,1,3,0,0,1,6,18,0,0,1,51,0,0,0,0,0,1,11,1,0,5,1,0,-1,1,3,0
28-Feb-21,28-02-2021,Confirmed,15614,2,117,0,10,25,51,141,0,0,197,54,407,174,47,58,44,521,3254,0,23,363,8293,2,1,1,1,87,8,579,156,8,479,176,0,100,43,192,0
28-Feb-21,28-02-2021,Recovered,11291,0,66,0,15,30,26,132,0,0,168,45,301,103,21,62,40,350,4333,1,1,243,3753,13,1,5,3,52,20,376,102,6,490,163,0,143,11,216,0
28-Feb-21,28-02-2021,Deceased,108,0,0,0,0,0,1,3,0,0,1,1,1,1,0,1,2,5,15,0,0,1,62,0,0,0,0,1,0,7,0,0,3,1,0,0,0,2,0
01-Mar-21,01-03-2021,Confirmed,12270,0,58,1,33,22,69,256,0,0,175,40,427,166,132,63,37,349,1938,1,15,336,6397,1,1,0,0,86,9,633,119,0,474,116,10,81,27,198,0
01-Mar-21,01-03-2021,Recovered,12472,0,51,0,16,51,19,143,0,0,105,62,360,151,15,56,46,324,3475,8,7,219,5754,4,1,3,0,76,16,394,123,1,482,165,3,104,26,212,0
01-Mar-21,01-03-2021,Deceased,92,0,0,0,1,0,1,7,0,0,1,1,1,2,1,1,0,5,13,0,0,1,30,0,0,0,0,0,1,18,0,0,5,0,0,3,0,0,0
02-Mar-21,02-03-2021,Confirmed,14998,0,106,1,15,41,67,216,2,0,217,47,454,175,23,85,51,437,2938,0,10,331,7863,8,3,3,0,74,29,729,102,2,462,163,0,103,70,171,0
02-Mar-21,02-03-2021,Recovered,13113,0,57,0,14,42,24,258,0,0,78,48,361,113,20,94,38,309,3512,2,1,259,6332,5,5,1,0,56,32,374,66,10,473,157,0,98,65,209,0
02-Mar-21,02-03-2021,Deceased,98,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,7,16,0,0,0,54,0,0,0,0,1,0,10,0,0,1,1,0,1,0,2,0
03-Mar-21,03-03-2021,Confirmed,17425,2,135,0,8,31,56,267,0,0,240,70,475,240,77,104,31,528,2765,2,7,417,9855,1,0,1,5,97,14,772,215,3,489,168,3,77,45,225,0
03-Mar-21,03-03-2021,Recovered,14071,0,82,0,19,50,24,138,0,0,196,42,358,118,19,49,56,413,4031,4,16,293,6559,2,1,1,0,64,20,365,85,11,494,163,2,134,31,231,0
03-Mar-21,03-03-2021,Deceased,87,0,1,0,0,1,1,4,0,0,3,0,1,0,0,0,0,3,15,0,0,0,42,0,0,0,0,0,0,12,0,0,2,0,0,0,0,2,0
04-Mar-21,04-03-2021,Confirmed,16824,2,102,0,20,40,78,235,0,0,261,69,480,294,65,79,61,571,2616,3,12,440,8998,0,0,0,5,81,17,1071,156,4,482,152,2,119,100,209,0
04-Mar-21,04-03-2021,Recovered,13788,1,56,0,15,40,36,203,0,0,143,38,369,149,20,70,47,496,4156,2,24,228,6135,0,1,2,2,71,19,385,116,1,490,114,9,114,19,217,0
04-Mar-21,04-03-2021,Deceased,113,0,1,0,0,1,0,3,0,0,1,2,0,0,0,1,1,4,14,0,0,1,60,0,0,0,0,0,0,15,1,0,4,2,0,1,0,1,0
05-Mar-21,05-03-2021,Confirmed,18324,0,124,1,29,38,76,274,0,0,312,79,515,233,72,81,44,677,2776,2,43,457,10216,3,2,1,0,91,30,808,195,3,543,166,0,127,51,255,0
05-Mar-21,05-03-2021,Recovered,14186,1,94,0,20,44,34,445,0,0,231,42,405,124,22,72,49,427,3638,3,2,308,6467,2,1,4,0,64,20,400,119,0,562,149,0,139,35,263,0
05-Mar-21,05-03-2021,Deceased,109,0,1,0,0,1,0,3,0,0,3,1,1,1,1,1,0,4,16,0,0,0,53,0,0,0,0,0,0,11,1,0,5,2,0,0,2,2,0
06-Mar-21,06-03-2021,Confirmed,18724,0,115,0,7,22,122,290,2,0,321,70,571,323,45,79,44,580,2791,4,5,467,10187,2,0,0,1,54,19,1159,233,10,562,170,2,130,78,259,0
06-Mar-21,06-03-2021,Recovered,14379,1,93,0,16,28,34,384,1,0,320,45,403,145,45,87,64,355,3517,2,2,395,6080,4,0,5,1,88,21,644,114,1,560,196,4,416,38,270,0
06-Mar-21,06-03-2021,Deceased,100,0,1,0,1,1,0,1,0,0,1,0,1,3,0,1,0,5,16,0,0,2,47,0,0,0,0,0,1,12,0,0,4,1,0,0,0,2,0
07-Mar-21,07-03-2021,Confirmed,18650,0,136,0,19,30,80,222,9,0,286,48,575,305,59,112,42,622,2100,1,13,429,11141,3,4,0,6,70,25,1043,176,7,567,158,0,115,59,188,0
07-Mar-21,07-03-2021,Recovered,14303,0,58,0,17,50,45,120,3,0,260,60,459,172,34,101,38,351,4039,1,14,347,6013,6,5,1,1,90,22,693,124,1,521,207,0,191,22,237,0
07-Mar-21,07-03-2021,Deceased,97,0,1,0,0,1,0,3,0,0,2,0,1,0,0,1,2,3,13,0,0,3,38,0,0,0,0,0,0,17,0,0,1,1,0,8,1,1,0
08-Mar-21,08-03-2021,Confirmed,15353,2,74,0,14,21,79,320,5,0,239,54,555,231,79,70,53,436,1412,2,8,427,8744,5,1,0,0,59,14,1229,179,0,556,111,0,101,58,215,0
08-Mar-21,08-03-2021,Recovered,16606,2,61,0,17,43,63,220,0,0,309,110,482,177,73,90,44,478,3030,2,2,394,9068,4,2,2,1,88,19,692,51,0,532,189,1,113,26,221,0
08-Mar-21,08-03-2021,Deceased,76,0,2,0,0,1,1,1,0,0,3,0,1,2,3,1,0,5,12,0,0,1,22,0,0,0,0,0,0,14,0,0,3,1,0,1,0,2,0
09-Mar-21,09-03-2021,Confirmed,17873,2,118,0,22,41,105,390,0,0,320,75,581,336,42,77,62,590,2316,2,15,457,9927,2,4,4,0,57,26,1027,179,1,569,142,0,147,49,188,0
09-Mar-21,09-03-2021,Recovered,20643,1,89,0,15,33,52,281,0,0,234,41,453,152,36,87,40,366,4386,3,12,382,12182,1,2,3,1,82,19,505,99,1,510,178,0,101,98,198,0
09-Mar-21,09-03-2021,Deceased,133,0,0,0,2,0,0,5,0,0,4,3,2,4,2,2,0,6,16,0,0,2,56,0,0,0,0,0,0,20,0,0,4,2,0,2,0,1,0
10-Mar-21,10-03-2021,Confirmed,22851,0,120,1,22,44,87,456,3,0,370,69,675,359,108,97,62,760,2475,3,15,516,13659,7,6,2,0,69,24,1393,188,3,671,189,0,121,36,241,0
10-Mar-21,10-03-2021,Recovered,18154,2,93,0,18,38,48,126,0,0,279,57,484,180,129,54,36,331,4192,7,14,309,9913,2,1,0,8,72,23,496,119,4,532,176,0,110,45,256,0
10-Mar-21,10-03-2021,Deceased,125,0,1,0,0,1,1,8,0,0,3,0,0,2,1,3,0,6,14,0,0,3,54,0,0,0,0,0,0,17,0,0,5,2,0,0,2,2,0
11-Mar-21,11-03-2021,Confirmed,23298,0,174,0,19,45,108,378,0,0,409,69,710,442,92,75,31,783,2133,2,45,530,14317,4,2,0,0,63,22,1305,203,1,685,194,1,143,69,244,0
11-Mar-21,11-03-2021,Recovered,15092,0,78,0,26,24,65,183,0,0,286,39,451,202,29,77,40,406,3753,0,19,347,7193,3,1,1,0,86,25,620,93,0,543,116,13,89,26,258,0
11-Mar-21,11-03-2021,Deceased,119,0,2,0,1,0,0,3,0,0,3,1,0,1,0,1,0,2,13,0,0,4,57,0,0,0,0,0,0,18,0,0,5,3,0,1,1,3,0
12-Mar-21,12-03-2021,Confirmed,24845,1,210,0,21,28,135,447,4,0,431,82,715,385,88,73,57,833,1780,6,18,603,15817,1,1,1,4,64,30,1408,237,4,670,181,0,167,66,277,0
12-Mar-21,12-03-2021,Recovered,19972,1,140,0,18,27,58,402,1,0,356,40,495,253,44,80,59,545,3377,17,6,360,11344,7,1,0,3,91,20,991,137,0,527,163,0,88,68,253,0
12-Mar-21,12-03-2021,Deceased,140,0,1,0,0,1,0,5,0,0,2,1,2,4,0,2,0,5,14,0,0,2,56,0,0,0,0,1,0,34,0,0,4,1,0,2,2,1,0
13-Mar-21,13-03-2021,Confirmed,25154,1,175,0,14,38,144,543,4,0,419,93,775,424,70,99,43,921,2035,1,16,675,15602,1,6,0,4,65,31,1510,201,1,695,216,2,0,54,276,0
13-Mar-21,13-03-2021,Recovered,16508,3,132,1,22,28,47,344,0,0,302,70,579,275,30,102,37,992,3256,0,14,496,7467,4,0,0,0,70,26,1024,114,8,512,168,10,0,106,269,0
13-Mar-21,13-03-2021,Deceased,159,0,2,0,1,1,1,6,0,0,3,1,2,4,1,3,0,1,12,0,0,2,88,0,0,0,0,0,0,22,0,0,4,2,0,0,2,1,0
14-Mar-21,14-03-2021,Confirmed,26513,1,298,0,17,50,120,475,3,0,407,66,810,440,78,105,61,934,1792,0,1,743,16620,2,5,1,0,71,15,1492,250,0,759,228,2,332,52,283,0
14-Mar-21,14-03-2021,Recovered,17590,0,164,0,17,44,64,235,0,0,350,83,586,296,60,66,28,609,3238,0,6,513,8861,3,2,0,0,91,15,838,125,1,547,152,0,297,24,275,0
14-Mar-21,14-03-2021,Deceased,120,0,2,0,0,1,0,4,0,0,2,1,2,1,2,0,0,3,15,0,0,2,50,0,0,0,0,0,1,20,1,0,4,1,0,3,1,4,0
15-Mar-21,15-03-2021,Confirmed,24437,0,147,0,20,26,148,645,2,0,368,89,890,420,75,94,67,932,1054,5,2,797,15051,0,0,1,0,66,14,1818,251,0,836,157,0,151,60,251,0
15-Mar-21,15-03-2021,Recovered,20186,2,103,2,26,35,70,546,2,0,306,62,594,300,74,77,59,429,3463,2,16,510,10671,2,0,1,0,70,17,1399,132,5,553,166,0,162,86,244,0
15-Mar-21,15-03-2021,Deceased,130,0,1,0,1,1,0,7,0,0,3,1,1,3,4,0,0,7,11,0,0,3,48,0,0,0,0,0,1,27,0,0,4,1,0,2,1,3,0
16-Mar-21,16-03-2021,Confirmed,28869,1,261,1,22,49,147,856,5,0,425,94,954,523,119,97,76,1135,1970,11,19,817,17864,2,3,2,0,65,24,1463,241,7,867,204,11,214,65,255,0
16-Mar-21,16-03-2021,Recovered,17746,1,125,0,21,29,113,281,9,0,257,73,703,249,55,59,54,561,2884,2,41,554,9510,2,1,0,0,66,29,751,151,4,561,170,3,138,47,242,0
16-Mar-21,16-03-2021,Deceased,187,0,0,0,0,1,1,12,0,0,1,4,2,2,1,2,1,6,15,0,0,1,87,0,0,0,0,0,1,38,1,0,5,2,0,2,0,2,0
17-Mar-21,17-03-2021,Confirmed,35838,3,253,0,33,58,201,887,0,0,536,73,1122,555,167,126,82,1275,2098,2,14,832,23179,8,2,3,0,82,52,2013,313,3,945,247,1,260,110,303,0
17-Mar-21,17-03-2021,Recovered,17793,0,137,0,19,40,70,243,0,0,319,59,775,295,52,90,60,479,2815,1,2,500,9138,4,3,0,7,61,18,1274,123,1,576,158,10,157,35,272,0
17-Mar-21,17-03-2021,Deceased,171,0,1,0,0,1,0,6,0,0,3,1,3,4,0,1,0,4,13,0,0,2,84,0,0,0,0,0,0,35,0,0,8,3,0,1,0,1,0
18-Mar-21,18-03-2021,Confirmed,39687,1,218,1,33,107,211,1066,9,0,607,98,1276,633,171,140,97,1488,1899,11,5,917,25833,2,3,3,0,84,81,2369,327,2,989,278,3,314,88,323,0
18-Mar-21,18-03-2021,Recovered,20356,2,117,0,14,64,75,335,5,0,384,41,899,410,61,74,72,341,2119,4,11,500,12174,2,1,4,0,66,18,1291,152,0,569,111,2,109,61,268,0
18-Mar-21,18-03-2021,Deceased,156,0,0,0,1,1,0,5,0,0,1,1,3,6,2,1,0,8,15,0,0,1,58,0,0,1,0,0,1,32,3,0,9,3,0,2,0,2,0
19-Mar-21,19-03-2021,Confirmed,40906,2,246,0,19,90,214,1097,10,0,716,100,1415,872,182,152,105,1587,1984,5,3,1140,25681,1,3,0,0,110,61,2470,402,3,1087,313,10,380,99,347,0
19-Mar-21,19-03-2021,Recovered,23623,0,131,0,23,58,82,360,2,0,471,60,948,448,98,72,75,869,1965,3,19,556,14400,5,4,0,5,71,20,1339,302,2,610,142,1,123,69,290,0
19-Mar-21,19-03-2021,Deceased,188,0,1,0,0,1,1,9,0,0,4,2,4,1,3,1,1,10,17,0,0,7,70,0,0,0,0,0,0,38,2,0,9,2,0,4,0,1,0
20-Mar-21,20-03-2021,Confirmed,43815,0,380,0,27,88,203,1273,7,0,813,154,1565,821,148,140,123,1798,2078,25,0,1308,27126,6,4,1,0,120,60,2578,445,5,1243,364,5,441,83,383,0
20-Mar-21,20-03-2021,Recovered,22971,0,204,0,18,51,82,322,1,0,567,56,969,368,67,100,54,1030,2211,5,27,571,13588,2,6,0,0,72,24,1011,256,1,634,189,1,136,50,298,0
20-Mar-21,20-03-2021,Deceased,196,0,2,0,0,1,1,11,0,0,2,0,6,3,1,1,0,7,15,0,0,2,92,0,1,0,0,0,0,38,0,0,8,2,0,1,0,2,0
21-Mar-21,21-03-2021,Confirmed,47009,1,368,0,25,126,239,1000,10,0,823,98,1580,867,141,158,83,1715,1875,2,18,1322,30535,3,0,1,0,98,64,2644,476,2,1289,394,5,488,137,422,0
21-Mar-21,21-03-2021,Recovered,21205,0,263,0,12,74,83,241,2,0,613,79,989,337,83,58,48,1048,2251,1,20,663,11314,2,0,0,0,58,21,1331,199,1,668,194,0,225,32,295,0
21-Mar-21,21-03-2021,Deceased,213,0,0,0,0,2,1,10,0,0,1,3,7,5,1,1,1,2,13,0,0,3,99,0,0,0,0,1,1,44,2,0,9,3,0,1,0,3,0
22-Mar-21,22-03-2021,Confirmed,40636,0,310,0,30,90,208,1525,4,0,888,85,1640,865,200,132,110,1445,1239,12,25,1348,24645,4,4,1,0,146,47,2299,602,0,1385,337,0,538,104,368,0
22-Mar-21,22-03-2021,Recovered,29779,0,114,1,22,50,100,750,4,0,565,81,1110,519,68,86,69,661,1766,3,44,754,19463,0,3,0,0,82,29,1870,176,5,659,181,0,177,71,296,0
22-Mar-21,22-03-2021,Deceased,197,0,2,0,1,2,1,12,0,0,7,0,4,3,3,0,1,10,12,0,0,2,58,0,0,0,0,0,1,58,5,0,10,2,0,1,0,2,0
23-Mar-21,23-03-2021,Confirmed,47239,0,492,0,52,111,214,1910,7,0,1101,133,1730,895,157,157,130,2010,1985,9,6,1502,28699,13,1,3,0,113,87,2254,480,2,1437,412,6,633,94,404,0
23-Mar-21,23-03-2021,Recovered,23913,3,256,0,27,46,126,604,2,0,620,58,1255,441,84,81,71,677,2172,2,11,798,13165,2,5,2,0,60,18,1426,220,9,902,216,1,181,52,320,0
23-Mar-21,23-03-2021,Deceased,277,0,2,0,1,2,1,20,0,0,4,3,4,3,4,2,1,5,10,0,0,4,132,0,0,0,0,0,1,53,4,0,9,3,1,4,2,2,0
24-Mar-21,24-03-2021,Confirmed,53419,2,585,0,41,170,249,2106,11,0,1254,140,1790,981,266,195,194,2298,2456,13,2,1712,31855,10,2,1,1,170,125,2613,669,2,1636,431,9,734,234,462,0
24-Mar-21,24-03-2021,Recovered,26575,1,251,1,15,65,136,634,5,0,769,73,1277,379,65,92,77,995,2060,2,1,950,15098,0,5,2,1,71,17,1455,258,1,1023,228,0,185,49,334,0
24-Mar-21,24-03-2021,Deceased,249,0,4,0,1,2,1,29,0,0,6,0,8,6,2,0,2,12,10,0,0,7,95,1,0,0,0,0,2,39,1,0,12,2,0,5,0,2,0
25-Mar-21,25-03-2021,Confirmed,59083,1,758,0,40,258,226,2419,26,0,1515,189,1961,1053,315,172,278,2523,1989,6,9,1885,35952,3,3,2,2,214,95,2661,715,2,1779,493,1,830,192,516,0
25-Mar-21,25-03-2021,Recovered,32917,1,231,0,22,58,115,1020,4,0,903,66,1405,562,64,92,72,1192,1865,2,3,919,20444,2,1,0,0,72,9,1735,238,5,1027,157,1,165,121,344,0
25-Mar-21,25-03-2021,Deceased,257,0,4,0,1,2,3,15,0,0,5,1,7,7,2,0,0,10,12,0,0,9,111,0,1,0,0,0,0,43,0,0,11,4,0,4,1,4,0
26-Mar-21,26-03-2021,Confirmed,62276,1,984,1,37,211,248,2665,17,0,1534,113,2190,1322,351,210,308,2566,1825,17,6,2091,36902,6,7,6,1,234,96,3122,853,3,1971,518,0,1028,186,646,0
26-Mar-21,26-03-2021,Recovered,30341,0,306,0,26,133,138,654,1,0,971,111,1422,748,128,121,81,1207,1917,11,18,1048,17019,3,4,0,0,73,13,1816,266,2,1131,204,0,247,161,361,0
26-Mar-21,26-03-2021,Deceased,292,0,2,0,0,2,4,22,0,0,9,1,6,8,1,1,3,13,14,0,0,9,112,0,0,0,0,0,0,59,3,0,9,3,0,6,1,4,0
27-Mar-21,27-03-2021,Confirmed,62632,1,947,2,46,195,294,3162,26,0,1558,170,2276,1383,416,271,340,2886,2055,9,0,2142,35726,3,2,3,0,210,128,2805,852,11,2089,495,10,1050,257,812,0
27-Mar-21,27-03-2021,Recovered,28728,1,377,0,23,78,152,620,5,0,974,69,1534,761,174,138,99,1179,2084,3,11,1175,14523,5,2,1,0,89,36,2141,227,2,1241,247,2,255,67,433,0
27-Mar-21,27-03-2021,Deceased,311,0,0,0,0,2,2,13,0,0,10,1,5,7,3,1,4,8,14,0,0,10,166,0,0,0,0,1,1,45,0,0,9,2,0,4,1,2,0
28-Mar-21,28-03-2021,Confirmed,68206,2,1005,0,48,351,296,2153,27,0,1881,131,2270,1392,277,309,314,3082,2216,0,1,2276,40414,9,1,2,1,290,137,2870,1081,1,2194,535,0,1447,366,827,0
28-Mar-21,28-03-2021,Recovered,32269,1,324,0,18,119,192,735,10,0,952,104,1605,673,157,117,76,1285,1853,9,32,1075,17874,4,1,2,1,120,76,2155,278,7,1270,278,0,367,42,457,0
28-Mar-21,28-03-2021,Deceased,295,0,2,0,0,1,3,15,0,0,9,2,8,9,3,4,3,12,12,0,0,11,108,0,0,0,0,0,0,69,2,0,11,3,0,3,3,2,0
29-Mar-21,29-03-2021,Confirmed,56152,6,997,0,40,239,274,1423,16,0,1904,128,2252,995,321,235,155,2792,1549,33,0,2323,31643,6,2,0,3,208,125,2868,902,0,2279,403,3,1280,109,639,0
29-Mar-21,29-03-2021,Recovered,36989,0,282,0,24,97,161,461,5,0,1411,101,1731,801,165,126,58,1964,1897,6,12,1349,20854,2,2,0,0,118,40,2583,267,1,1352,313,5,299,40,462,0
29-Mar-21,29-03-2021,Deceased,266,0,5,0,0,1,0,20,0,0,6,2,8,2,3,0,0,16,11,0,0,9,102,0,0,0,0,1,1,59,0,0,14,2,0,4,-1,1,0
30-Mar-21,30-03-2021,Confirmed,53237,29,993,0,53,74,265,3108,12,0,992,127,2220,980,339,359,418,2975,2389,112,3,2173,27918,2,22,3,0,218,115,2188,665,6,2342,463,0,918,128,628,0
30-Mar-21,30-03-2021,Recovered,41242,0,480,0,23,105,178,1197,10,0,1591,136,1988,851,139,175,130,1262,1946,25,9,1279,23820,2,3,6,0,121,94,2536,304,1,1463,364,0,382,147,475,0
